,G_Val,F_Val,F_total,F_percent
2009.05.19,"+19,578","+1,116","2,798,511",21.59%
2009.05.18,"-34,298","+13,000","2,797,395",21.58%
2009.05.15,"-3,065","+2,120","2,784,395",21.48%
2009.05.14,-283,"-23,345","2,782,275",21.46%
2009.05.13,+437,"-88,512","2,805,620",21.64%
2009.05.12,"+16,666","-43,831","2,894,132",22.32%
2009.05.11,"+6,771","-29,265","2,937,963",22.66%
2009.05.08,"+9,860","-17,326","2,967,228",22.89%
2009.05.07,"-22,872","+25,451","2,984,554",23.02%
2009.05.06,"-2,129","+34,325","2,959,103",22.83%
2009.05.04,"-49,243","+43,932","2,924,778",22.56%
2009.04.30,"+1,713","+86,686","2,880,846",22.22%
2009.04.29,"+19,563","+11,231","2,794,160",21.55%
2009.04.28,"-118,755","+8,094","2,782,929",21.47%
2009.04.27,"-1,099","-9,823","2,774,835",21.40%
2009.04.24,"-91,587","-1,450","2,784,658",21.48%
2009.04.23,"-53,960","-6,104","2,786,108",21.49%
2009.04.22,"+25,505","-9,405","2,792,212",21.54%
2009.04.21,"+22,255","+26,559","2,801,617",21.61%
2009.04.20,"-57,107","-1,224","2,775,058",21.41%
2009.04.17,"-125,332",-476,"2,776,282",21.42%
2009.04.16,"-54,292","-33,217","2,776,758",21.42%
2009.04.15,"-19,534","-5,397","2,809,975",21.68%
2009.04.14,"+16,044",+600,"2,815,372",21.72%
2009.04.13,"+188,464","-211,991","2,814,772",21.71%
2009.04.10,"+70,758","-8,500","3,026,763",23.35%
2009.04.09,"+346,437","-246,104","3,035,263",23.41%
2009.04.08,"+270,509","-76,605","3,281,367",25.31%
2009.04.07,"+230,046","+19,838","3,357,972",25.90%
2009.04.06,"-21,253","+15,199","3,338,134",25.75%
2009.04.03,"+80,025",+577,"3,322,935",25.63%
2009.04.02,"+3,911","-1,744","3,322,358",25.63%
2009.04.01,"-8,798","+3,047","3,324,102",25.64%
2009.03.31,"-14,509","-2,950","3,321,055",25.62%
2009.03.30,"+6,022","-5,209","3,324,005",25.64%
2009.03.27,"+53,839","+1,060","3,329,214",25.68%
2009.03.26,"+24,075","-30,002","3,328,154",25.67%
2009.03.25,"+2,706",+583,"3,358,156",25.90%
2009.03.24,"+16,225","+1,181","3,357,573",25.90%
2009.03.23,"+13,762","+13,850","3,356,392",25.89%
2009.03.20,"-2,148","+1,168","3,342,542",25.78%
2009.03.19,"-8,306","+4,807","3,341,374",25.77%
2009.03.18,"-9,802","+17,521","3,336,567",25.74%
2009.03.17,"-44,352","-21,036","3,319,046",25.60%
2009.03.16,"-14,254",0,"3,340,082",25.76%
2009.03.13,"+76,323","+1,416","3,340,082",25.76%
2009.03.12,"+79,124",+658,"3,338,666",25.75%
2009.03.11,"+67,477","+1,324","3,338,008",25.75%
2009.03.10,"+106,271","+4,236","3,336,684",25.74%
2009.03.09,"-31,607","+2,458","3,332,448",25.71%
2009.03.06,"-36,803","+1,630","3,329,990",25.69%
2009.03.05,"-15,349",+802,"3,328,360",25.67%
2009.03.04,-996,"+2,668","3,327,558",25.67%
2009.03.03,"-4,001","+1,648","3,324,890",25.65%
2009.03.02,"-2,085",0,"3,323,242",25.63%
2009.02.27,"-2,506","+6,631","3,323,242",25.63%
2009.02.26,"+1,163",0,"3,316,611",25.58%
2009.02.25,"+66,542","+16,330","3,316,611",25.58%
2009.02.24,"+102,725","-13,038","3,300,281",25.46%
2009.02.23,"+58,149","+24,000","3,313,319",25.56%
2009.02.20,"+29,562","+20,662","3,289,319",25.37%
2009.02.19,"+37,249","+16,699","3,268,657",25.21%
2009.02.18,"+14,078",+400,"3,251,958",25.08%
2009.02.17,"-44,282",0,"3,251,558",25.08%
2009.02.16,"-15,367",-177,"3,251,558",25.08%
2009.02.13,"-23,543",0,"3,251,735",25.08%
2009.02.12,"-36,085","-9,274","3,251,735",25.08%
2009.02.11,"-36,997","+1,162","3,261,009",25.15%
2009.02.10,"-46,290","-48,866","3,259,847",25.15%
2009.02.09,+598,"-66,352","3,308,713",25.52%
2009.02.06,"-77,290","-29,511","3,375,065",26.03%
2009.02.05,"-22,224","+3,300","3,404,576",26.26%
2009.02.04,"-76,473","-57,770","3,401,276",26.24%
2009.02.03,"-54,347","+1,161","3,459,046",26.68%
2009.02.02,"-16,879","-6,655","3,457,885",26.67%
2009.01.30,"-17,650",-356,"3,464,540",26.72%
2009.01.29,"-30,896",-366,"3,464,896",26.73%
2009.01.28,"-125,663","-5,756","3,465,262",26.73%
2009.01.23,"-39,676","-2,462","3,471,018",26.77%
2009.01.22,"-14,416","+2,301","3,473,480",26.79%
2009.01.21,"-14,488",-116,"3,471,179",26.78%
2009.01.20,"-2,802",-359,"3,471,295",26.78%
2009.01.19,"+17,006","+9,901","3,471,654",26.78%
2009.01.16,"+12,280","+10,404","3,461,753",26.70%
2009.01.15,"-5,696","-4,945","3,451,349",26.62%
2009.01.14,"+14,933","+1,995","3,456,294",26.66%
2009.01.13,"-39,525",0,"3,454,299",26.65%
2009.01.12,"-3,968","-6,529","3,454,299",26.65%
2009.01.09,"-28,593","+4,833","3,460,828",26.70%
2009.01.08,"+45,076","-47,906","3,455,995",26.66%
2009.01.07,"+22,505","+6,409","3,503,901",27.03%
2009.01.06,"+16,912","+6,135","3,497,492",26.98%
2009.01.05,"-3,204","-6,920","3,491,357",26.93%
2009.01.02,"-127,009","-9,675","3,498,277",26.99%
2008.12.30,"+92,851","-1,000","3,507,952",27.06%
2008.12.29,"-11,867",0,"3,508,952",27.07%
2008.12.26,"+174,784","+19,975","3,508,952",27.07%
2008.12.24,"-14,976","+1,781","3,488,977",26.91%
2008.12.23,-818,"+10,815","3,487,196",26.90%
2008.12.22,"-4,083","+1,232","3,476,381",26.82%
2008.12.19,"+34,733",-61,"3,475,149",26.81%
2008.12.18,"+23,297",-890,"3,475,210",26.81%
2008.12.17,"+71,024",0,"3,476,100",26.81%
2008.12.16,"+15,864","-2,710","3,476,100",26.81%
2008.12.15,"+47,291",0,"3,478,810",26.83%
2008.12.12,"+33,013",+685,"3,478,810",26.83%
2008.12.11,"+20,752","-74,598","3,478,125",26.83%
2008.12.10,"+70,111",-869,"3,552,723",27.41%
2008.12.09,"+26,197","-1,990","3,553,592",27.41%
2008.12.08,"+52,589","-30,894","3,555,582",27.43%
2008.12.05,"+10,791","+6,173","3,586,476",27.67%
2008.12.04,"+12,664",+274,"3,580,303",27.62%
2008.12.03,"+9,937",0,"3,580,029",27.62%
2008.12.02,"-13,572","-131,607","3,580,029",27.62%
2008.12.01,"+23,363","-79,728","3,711,636",28.63%
2008.11.28,"-98,115","+169,068","3,791,364",29.25%
2008.11.27,"+36,295","+4,127","3,622,296",27.94%
2008.11.26,"+19,313","+11,244","3,618,169",27.91%
2008.11.25,"+26,917",-655,"3,606,925",27.82%
2008.11.24,-41,+402,"3,607,580",27.83%
2008.11.21,"+29,682","-5,678","3,607,178",27.83%
2008.11.20,"+46,175","-25,086","3,612,856",27.87%
2008.11.19,"+48,448","-39,264","3,637,942",28.06%
2008.11.18,"+31,049","-56,713","3,677,206",28.37%
2008.11.17,"+70,522","-94,446","3,733,919",28.80%
2008.11.14,"+45,079","-47,708","3,828,365",29.53%
2008.11.13,"-15,761","-36,983","3,876,073",29.90%
2008.11.12,"+8,820","-41,345","3,913,056",30.18%
2008.11.11,"-4,951","-6,110","3,954,401",30.50%
2008.11.10,"+14,260","+5,757","3,960,511",30.55%
2008.11.07,"-11,575","-19,989","3,954,754",30.51%
2008.11.06,"-121,086","-13,551","3,974,743",30.66%
2008.11.05,"+65,808","-132,988","3,988,294",30.76%
2008.11.04,"+30,275","+12,368","4,121,282",31.79%
2008.11.03,"+11,796","-81,014","4,108,914",31.70%
2008.10.31,"+55,696","-154,631","4,189,928",32.32%
2008.10.30,"+66,743","-55,758","4,344,559",33.51%
2008.10.29,"+6,849","-5,634","4,400,317",33.94%
2008.10.28,"+14,982","-65,597","4,405,951",33.99%
2008.10.27,"+26,388","+31,125","4,471,548",34.49%
2008.10.24,"+49,152","+8,298","4,440,423",34.25%
2008.10.23,"+18,990","+34,323","4,432,125",34.19%
2008.10.22,"-5,122","+79,548","4,397,802",33.92%
2008.10.21,"+9,871","-36,970","4,318,254",33.31%
2008.10.20,"-4,479","-3,092","4,355,224",33.60%
2008.10.17,"+9,773","-28,917","4,358,316",33.62%
2008.10.16,"-30,143","-10,482","4,387,233",33.84%
2008.10.15,"+1,758","-52,627","4,397,715",33.92%
2008.10.14,"+76,494","-5,237","4,450,342",34.34%
2008.10.13,"-28,901",-51,"4,455,579",34.38%
2008.10.10,"-177,265","+204,048","4,455,630",34.38%
2008.10.09,"-83,985","+54,450","4,251,582",32.81%
2008.10.08,"+3,842","+111,016","4,197,132",32.39%
2008.10.07,"+7,762","-37,055","4,086,116",31.53%
2008.10.06,-670,"+68,530","4,123,171",31.82%
2008.10.02,"+22,802","-74,470","4,054,641",31.29%
2008.10.01,"-41,504","-63,166","4,129,111",31.86%
2008.09.30,"-65,705","-78,050","4,192,277",32.35%
2008.09.29,"+2,047","-10,911","4,270,327",32.95%
2008.09.26,"-8,805","-34,163","4,281,238",33.04%
2008.09.25,"+14,514","-1,825","4,315,401",33.30%
2008.09.24,"+15,398","-38,386","4,317,226",33.32%
2008.09.23,"-1,153","+3,943","4,356,612",33.62%
2008.09.22,"-21,410","+1,460","4,352,669",33.59%
2008.09.19,"+7,777","-34,243","4,351,409",33.58%
2008.09.18,"+12,728","-42,507","4,385,652",33.84%
2008.09.17,"-3,737","+8,249","4,429,135",34.18%
2008.09.16,"+28,267","+9,577","4,420,886",34.12%
2008.09.12,"-48,711","-46,962","4,411,309",34.04%
2008.09.11,"-14,014","-48,635","4,458,271",34.40%
2008.09.10,"-57,404","+44,432","4,506,906",34.78%
2008.09.09,"-30,311","+6,692","4,462,474",34.44%
2008.09.08,"+8,557","+1,619","4,455,782",34.39%
2008.09.05,"-6,138","+5,991","4,454,163",34.37%
2008.09.04,"-42,156","+19,514","4,447,196",34.32%
2008.09.03,"-58,658","+14,580","4,427,682",34.17%
2008.09.02,"-89,274","+111,809","4,413,102",34.06%
2008.09.01,"-99,313","+114,279","4,301,293",33.19%
2008.08.29,"+2,128","+8,918","4,187,014",32.31%
2008.08.28,-776,"+15,256","4,178,096",32.24%
2008.08.27,"+5,418","+6,921","4,162,840",32.13%
2008.08.26,"-50,564","+14,691","4,156,419",32.08%
2008.08.25,"+1,070","-12,798","4,141,728",31.96%
2008.08.22,"-16,437","-13,348","4,154,526",32.06%
2008.08.21,"-42,016","+9,844","4,167,874",32.17%
2008.08.20,"-74,034","+66,270","4,158,030",32.09%
2008.08.19,"+28,731","-39,896","4,091,760",31.58%
2008.08.18,"+4,989","-2,738","4,131,656",31.89%
2008.08.14,"+14,504","-9,538","4,134,394",31.91%
2008.08.13,"-4,781","+5,236","4,143,932",31.98%
2008.08.12,"+4,655","-8,235","4,138,696",31.94%
2008.08.11,"+11,519","-7,075","4,146,931",32.00%
2008.08.08,"-181,231","+161,601","4,154,006",32.07%
2008.08.07,"-36,693","+30,941","3,992,405",30.82%
2008.08.06,"-125,516","+96,049","3,961,464",30.59%
2008.08.05,"+10,714","+9,703","3,865,415",29.84%
2008.08.04,"-62,429","+34,421","3,855,712",29.77%
2008.08.01,"-40,593","+20,488","3,821,291",29.50%
2008.07.31,"+56,663","-59,871","3,800,803",29.34%
2008.07.30,"+8,053","+16,224","3,860,674",29.81%
2008.07.29,"+11,168","+3,466","3,844,450",29.68%
2008.07.28,"-3,654","+15,430","3,840,984",29.65%
2008.07.25,-914,"+25,061","3,825,554",29.54%
2008.07.24,"-71,447","+104,404","3,800,493",29.34%
2008.07.23,"-83,943","+93,973","3,696,089",28.54%
2008.07.22,"-12,064","+5,534","3,602,116",27.81%
2008.07.21,"+7,632","-11,137","3,596,582",27.77%
2008.07.18,"+64,406","-49,206","3,607,719",27.85%
2008.07.17,"+47,430","-8,305","3,656,925",28.23%
2008.07.16,+749,"+7,569","3,665,230",28.30%
2008.07.15,"-2,615","+8,063","3,657,661",28.24%
2008.07.14,"+13,668","+3,448","3,649,598",28.18%
2008.07.11,"+31,735","-19,765","3,646,150",28.15%
2008.07.10,"+19,694","-30,907","3,665,915",28.30%
2008.07.09,"+19,421","+27,449","3,696,822",28.54%
2008.07.08,"+24,935","+5,156","3,669,323",28.34%
2008.07.07,"+37,662","-9,823","3,664,167",28.30%
2008.07.04,"+23,189","+18,770","3,673,990",28.38%
2008.07.03,"+56,430","-22,670","3,655,220",28.23%
2008.07.02,"+72,580","-61,502","3,677,890",28.41%
2008.07.01,"+5,101","-15,459","3,739,392",28.88%
2008.06.30,"+57,226","-18,584","3,754,851",29.00%
2008.06.27,"+50,429","-49,649","3,773,435",29.15%
2008.06.26,"+36,464","+7,197","3,823,084",29.53%
2008.06.25,"+44,678","+20,415","3,816,887",29.48%
2008.06.24,"+65,036","-3,383","3,796,472",29.33%
2008.06.23,"+46,528","-45,382","3,799,855",29.35%
2008.06.20,"+36,843","-24,124","3,845,237",29.70%
2008.06.19,"+22,806","-25,842","3,869,361",29.89%
2008.06.18,"+40,556","-30,142","3,895,203",30.09%
2008.06.17,"+1,401","-2,188","3,925,345",30.32%
2008.06.16,"+24,682","+13,304","3,927,533",30.34%
2008.06.13,"+54,417","+30,613","3,914,229",30.23%
2008.06.12,"+5,264","+4,966","3,883,616",30.00%
2008.06.11,"-3,919","+22,061","3,878,650",29.96%
2008.06.10,+495,"+20,299","3,856,409",29.81%
2008.06.09,"-32,658","-5,203","3,836,110",29.65%
2008.06.05,"+105,786","+82,383","3,841,313",29.69%
2008.06.04,+586,"+13,408","3,758,930",29.06%
2008.06.03,"-6,631","+21,781","3,745,522",28.95%
2008.06.02,"-16,770","+14,587","3,723,741",28.78%
2008.05.30,"+13,491","-110,207","3,709,154",28.67%
2008.05.29,"-20,868","+15,364","3,819,361",29.52%
2008.05.28,"-8,740","+11,954","3,803,997",29.41%
2008.05.27,-127,"+3,910","3,792,043",29.31%
2008.05.26,"+3,449","-10,006","3,787,133",29.27%
2008.05.23,"+23,763","-16,548","3,797,139",29.35%
2008.05.22,"+1,301","+1,379","3,813,187",29.48%
2008.05.21,"-28,126","-25,425","3,811,808",29.47%
2008.05.20,"+21,630","-30,776","3,837,233",29.66%
2008.05.19,"+5,128","-19,027","3,868,009",29.90%
2008.05.16,"+12,170","+23,472","3,887,036",30.05%
2008.05.15,"+40,997","+19,653","3,863,564",29.87%
2008.05.14,"+25,641","-14,752","3,843,911",29.71%
2008.05.13,"+90,130","+115,733","3,858,663",29.83%
2008.05.09,"+49,285","-17,740","3,741,860",28.97%
2008.05.08,"+30,071","-2,186","3,759,600",29.10%
2008.05.07,"-70,593","-63,971","3,761,786",29.12%
2008.05.06,"-7,723","-76,840","3,825,757",29.62%
2008.05.02,"+7,205",-672,"3,902,597",30.21%
2008.04.30,"+26,527","-103,247","3,903,269",30.22%
2008.04.29,"-21,880","-50,657","4,006,516",31.02%
2008.04.28,-400,"-13,087","4,057,173",31.41%
2008.04.25,"+18,776","-14,949","4,070,260",31.51%
2008.04.24,"-1,887","-4,886","4,085,209",31.62%
2008.04.23,"-18,348","-9,329","4,090,095",31.66%
2008.04.22,"+13,371","-24,433","4,099,424",31.73%
2008.04.21,"+12,198","-53,530","4,123,857",31.92%
2008.04.18,"-35,174","-46,183","4,177,387",32.34%
2008.04.17,"-67,139","-29,509","4,223,570",32.70%
2008.04.16,"-23,403","-38,339","4,253,079",32.92%
2008.04.15,"-26,962","-15,623","4,291,418",33.22%
2008.04.14,"-40,803","-6,646","4,307,041",33.34%
2008.04.11,"-319,581","-67,950","4,381,637",33.92%
2008.04.10,"+2,998","+4,578","4,381,637",33.92%
2008.04.08,"-4,273","-53,554","4,376,879",33.89%
2008.04.07,"+3,679","+13,772","4,430,433",34.31%
2008.04.04,"+37,232","-5,724","4,416,661",34.20%
2008.04.03,"+4,047","+13,586","4,421,173",34.24%
2008.04.02,"-16,084","+16,289","4,407,587",34.13%
2008.04.01,"-29,234","-35,208","4,391,298",34.00%
2008.03.31,"+5,306","-3,466","4,426,506",34.28%
2008.03.28,+357,"-37,031","4,429,972",34.30%
2008.03.27,"-14,116","-13,388","4,467,003",34.59%
2008.03.26,"+3,405","-6,556","4,480,391",34.69%
2008.03.25,"+27,692","-46,641","4,486,947",34.75%
2008.03.24,"+4,684","-27,301","4,533,588",35.11%
2008.03.21,"-2,184","-8,622","4,560,889",35.32%
2008.03.20,"+1,278","-7,216","4,569,511",35.38%
2008.03.19,"+9,477","-45,802","4,576,727",35.44%
2008.03.18,"-11,941","-18,331","4,622,529",35.80%
2008.03.17,"+5,031","-12,455","4,640,860",35.94%
2008.03.14,"+7,302","-5,068","4,653,315",36.03%
2008.03.13,"-80,610","+4,897","4,658,383",36.07%
2008.03.12,"+3,108","+38,544","4,653,486",36.03%
2008.03.11,"-29,511","+17,221","4,614,942",35.74%
2008.03.10,"-5,154","+22,337","4,597,721",35.60%
2008.03.07,"+27,914","+10,268","4,574,724",35.47%
2008.03.06,"-11,526","+14,303","4,564,456",35.39%
2008.03.05,"+2,620","+8,982","4,550,153",35.27%
2008.03.04,-923,"+10,314","4,541,171",35.21%
2008.03.03,"+15,670","+17,720","4,530,857",35.13%
2008.02.29,"-1,188","+40,953","4,513,137",34.99%
2008.02.28,"+22,542","+49,217","4,472,184",34.67%
2008.02.27,"+71,109","-57,622","4,422,967",34.29%
2008.02.26,"+67,194","-5,940","4,480,589",34.74%
2008.02.25,-585,"+3,689","4,486,529",34.78%
2008.02.22,"+47,822","-113,881","4,481,772",34.74%
2008.02.21,"+40,491","-71,186","4,595,653",35.63%
2008.02.20,"+64,219","-39,946","4,665,783",36.17%
2008.02.19,"+12,193","+5,130","4,705,729",36.48%
2008.02.18,"+10,293",-728,"4,699,519",36.43%
2008.02.15,"+24,950","+2,407","4,730,247",36.67%
2008.02.14,"+7,986","+3,327","4,727,840",36.69%
2008.02.13,"-38,677","-21,913","4,724,513",36.66%
2008.02.12,"+12,791","-12,586","4,746,426",36.83%
2008.02.11,"+7,111",-418,"4,759,012",36.93%
2008.02.05,"+46,237","-25,122","4,759,430",36.93%
2008.02.04,"+7,267","+24,210","4,784,552",37.13%
2008.02.01,"-20,092","+56,863","4,760,342",36.94%
2008.01.31,"-25,726","+10,320","4,703,479",36.50%
2008.01.30,"-8,160","+12,981","4,693,159",36.42%
2008.01.29,"-19,506","+9,191","4,680,178",36.32%
2008.01.28,"-18,399",-776,"4,670,987",36.25%
2008.01.25,"-10,243","+3,261","4,671,763",36.25%
2008.01.24,"-30,546","-6,727","4,668,502",36.23%
2008.01.23,"-5,903","+7,970","4,675,229",36.28%
2008.01.22,"+17,776","-38,309","4,667,259",36.22%
2008.01.21,"+24,558","-5,029","4,705,568",36.52%
2008.01.18,"+21,190","+82,818","4,710,597",36.55%
2008.01.17,"-2,186","+10,348","4,627,779",35.91%
2008.01.16,"-10,380","+34,121","4,617,431",35.83%
2008.01.15,"+22,944","+13,229","4,583,310",35.57%
2008.01.14,"+12,405","+18,125","4,570,081",35.46%
2008.01.11,-968,"+5,132","4,551,956",35.32%
2008.01.10,"-1,399","+46,367","4,546,824",35.28%
2008.01.09,"-2,819","+5,135","4,500,457",34.92%
2008.01.08,"-46,241","+31,376","4,495,322",34.92%
2008.01.07,"-34,142","+48,446","4,463,946",34.68%
2008.01.04,"+2,202","+67,530","4,415,500",34.30%
2008.01.03,"-161,909","+70,449","4,317,970",33.54%
2008.01.02,"-39,122","-16,762","4,247,521",33.00%
2007.12.28,-83,"-14,930","4,264,283",33.13%
2007.12.27,"+1,074","+2,094","4,279,213",33.24%
2007.12.26,"-1,412","-7,892","4,277,119",33.23%
2007.12.24,"-8,486","+10,710","4,285,011",33.29%
2007.12.21,"-40,022","+56,149","4,274,301",33.20%
2007.12.20,"-31,654","-4,312","4,218,152",32.77%
2007.12.18,"-25,445","+1,886","4,223,040",32.81%
2007.12.17,"+16,857","-6,359","4,221,154",32.79%
2007.12.14,"+3,124","-12,859","4,227,513",32.84%
2007.12.13,"+2,579","-49,985","4,240,372",32.94%
2007.12.12,"+4,806","+11,197","4,290,597",33.33%
2007.12.11,"+2,818","-6,493","4,279,028",33.24%
2007.12.10,"+24,005","+3,735","4,285,521",33.29%
2007.12.07,"+16,396","+12,206","4,282,186",33.28%
2007.12.06,"-17,711","+28,176","4,269,980",33.18%
2007.12.05,"+13,748","+4,396","4,241,600",32.96%
2007.12.04,"+49,614","-7,702","4,237,204",32.93%
2007.12.03,"+21,946","+5,133","4,244,906",32.99%
2007.11.30,"+63,903","-65,954","4,239,773",32.95%
2007.11.29,"+128,768","-7,533","4,305,883",33.46%
2007.11.28,"+77,103","+4,788","4,313,416",33.52%
2007.11.27,"+114,626","+28,663","4,308,628",33.48%
2007.11.26,"+18,959","+7,672","4,279,965",33.26%
2007.11.23,"+43,913","-8,503","4,294,593",33.37%
2007.11.22,"+17,439","+13,472","4,303,096",33.44%
2007.11.21,"-3,961","+107,999","4,309,324",33.49%
2007.11.20,-752,"+2,777","4,201,325",32.65%
2007.11.19,"+38,620","+61,256","4,198,548",32.63%
2007.11.16,"-44,288","+45,638","4,137,292",32.15%
2007.11.15,"-23,700","-48,395","4,091,654",31.79%
2007.11.14,"+20,222","+20,165","4,140,239",32.17%
2007.11.13,"-11,148","+31,480","4,120,234",32.02%
2007.11.12,"-119,173","+139,098","4,088,754",31.77%
2007.11.09,"-49,812","+27,116","3,949,656",30.69%
2007.11.08,"-49,219","+5,471","3,922,540",30.48%
2007.11.07,"-55,711","+13,717","3,917,069",30.49%
2007.11.06,"-95,513","+33,868","3,903,352",30.38%
2007.11.05,"+1,768","+21,047","3,869,484",30.12%
2007.11.02,"-1,219","+28,412","3,848,647",29.96%
2007.11.01,"-67,874","+17,035","3,820,235",29.73%
2007.10.31,"-19,429","+4,303","3,803,200",29.60%
2007.10.30,"-68,470","+29,839","3,798,897",29.57%
2007.10.29,"-32,217","-12,924","3,769,058",29.34%
2007.10.26,"+38,361","-16,958","3,781,982",29.44%
2007.10.25,"+28,558","+57,403","3,798,940",29.57%
2007.10.24,"+82,595","-69,291","3,741,537",29.12%
2007.10.23,"-6,602","+9,130","3,810,458",29.66%
2007.10.22,"+42,519","+9,423","3,801,138",29.59%
2007.10.19,"+24,207","+36,470","3,791,515",29.51%
2007.10.18,"-55,886","+46,733","3,754,845",29.23%
2007.10.17,"-20,204","+22,099","3,708,112",28.86%
2007.10.16,"+2,237","+39,090","3,686,013",28.69%
2007.10.15,"-7,854","+4,330","3,654,923",28.45%
2007.10.12,"-83,313","+53,768","3,650,593",28.41%
2007.10.11,"-63,214","+10,985","3,596,825",28.00%
2007.10.10,"-11,123","+38,833","3,585,840",27.91%
2007.10.09,"+63,841","+71,444","3,547,007",27.62%
2007.10.08,"+14,940","+76,321","3,475,563",27.07%
2007.10.05,"-18,304","+29,780","3,399,242",26.47%
2007.10.04,"-75,564","+53,261","3,369,462",26.24%
2007.10.02,"-96,716","+71,461","3,316,201",25.83%
2007.10.01,"-142,895","+48,641","3,244,740",25.27%
2007.09.28,"-115,329","+87,687","3,196,099",24.89%
2007.09.27,"-77,074","+62,395","3,108,412",24.21%
2007.09.21,"+4,580","+95,328","3,046,017",23.72%
2007.09.20,"+119,712","+10,818","2,950,689",22.98%
2007.09.19,"+4,790","+35,112","2,939,871",22.89%
2007.09.18,"-31,410","-2,443","2,904,759",22.62%
2007.09.17,"-5,806","-2,338","2,907,202",22.64%
2007.09.14,"+33,266","+12,267","2,909,540",22.66%
2007.09.13,"+18,042","+34,884","2,897,273",22.56%
2007.09.12,"+29,151","+34,150","2,862,389",22.29%
2007.09.11,"-34,378","+7,879","2,828,239",22.03%
2007.09.10,"-7,442","-26,595","2,820,360",21.96%
2007.09.07,"-12,416","+2,533","2,846,955",22.17%
2007.09.06,"-15,927","+1,605","2,844,422",22.19%
2007.09.05,"-18,032","-1,406","2,843,398",22.18%
2007.09.04,"-16,331","+2,257","2,844,804",22.19%
2007.09.03,"-15,892","+7,089","2,842,547",22.17%
2007.08.31,"+1,217","+9,654","2,835,458",22.12%
2007.08.30,"-1,985","+5,248","2,825,804",22.04%
2007.08.29,"-2,535","+10,258","2,820,556",22.00%
2007.08.28,"-5,639","+4,111","2,810,298",21.92%
2007.08.27,-618,"+13,865","2,806,187",21.89%
2007.08.24,"-5,287","+2,781","2,792,322",21.78%
2007.08.23,"+25,398","-4,607","2,789,541",21.76%
2007.08.22,"-15,505","-14,584","2,794,148",21.80%
2007.08.21,"+7,661","-10,027","2,808,482",21.91%
2007.08.20,"+5,554","-34,066","2,818,509",21.99%
2007.08.17,"-4,726","+35,576","2,852,575",22.25%
2007.08.16,"-5,235","+43,220","2,816,418",21.97%
2007.08.14,"-7,991","+6,413","2,773,198",21.63%
2007.08.13,"-14,958","+12,672","2,766,785",21.58%
2007.08.10,"-25,943","+8,568","2,754,113",21.48%
2007.08.09,"-2,029","+3,870","2,745,545",21.42%
2007.08.08,"-3,822","+3,435","2,741,675",21.39%
2007.08.07,"-4,136",-981,"2,738,240",21.36%
2007.08.06,"-7,153","+24,601","2,739,221",21.37%
2007.08.03,"-33,161","-19,966","2,714,620",21.20%
2007.08.02,"+18,460","+7,403","2,734,586",21.35%
2007.08.01,"-6,777","+5,739","2,727,183",21.30%
2007.07.31,"+5,805","-51,119","2,683,144",20.95%
2007.07.30,"+45,863","-40,474","2,734,263",21.35%
2007.07.27,"+1,596","-16,773","2,763,287",21.58%
2007.07.26,"+8,216","-7,224","2,780,060",21.71%
2007.07.25,+872,-385,"2,787,284",21.76%
2007.07.24,"-33,899","-10,194","2,787,669",21.77%
2007.07.23,"-15,478","-9,157","2,797,863",21.85%
2007.07.20,"+3,970","+1,738","2,807,020",21.92%
2007.07.19,"+38,675","-2,455","2,805,282",21.90%
2007.07.18,"-6,246","-19,551","2,807,737",21.92%
2007.07.16,"-60,440","+4,536","2,827,288",22.08%
2007.07.13,"-30,260","-12,708","2,822,752",22.04%
2007.07.12,"-8,010","-39,770","2,835,460",22.14%
2007.07.11,"-26,209","+1,649","2,875,230",22.45%
2007.07.10,"-51,690","+2,199","2,873,581",22.44%
2007.07.09,"-55,833","+16,646","2,871,382",22.42%
2007.07.06,"+22,181","-63,469","2,854,736",22.29%
2007.07.05,"+4,012","+4,102","2,918,205",22.92%
2007.07.04,"-15,835","+51,448","2,914,103",22.89%
2007.07.03,"-42,551","+41,613","2,862,655",22.48%
2007.07.02,"-5,382","+4,521","2,821,042",22.15%
2007.06.29,"+26,365","+21,508","2,816,521",22.12%
2007.06.28,"-6,044","-16,041","2,795,013",21.95%
2007.06.27,"-17,837","-6,099","2,811,054",22.08%
2007.06.26,"-12,829","+6,324","2,817,153",22.12%
2007.06.25,"-20,616","+9,831","2,810,829",22.07%
2007.06.22,"+7,462","+14,320","2,800,998",22.00%
2007.06.21,"-16,953","+18,045","2,786,678",21.88%
2007.06.20,"+6,453","+4,594","2,768,633",21.74%
2007.06.19,"+11,212","+26,553","2,764,039",21.71%
2007.06.18,"+6,787","+31,797","2,737,486",21.50%
2007.06.15,"+5,731","+43,637","2,705,689",21.25%
2007.06.14,"-22,379","+9,083","2,662,052",20.91%
2007.06.13,"+11,227","-6,254","2,652,969",20.83%
2007.06.12,"-16,018","-1,743","2,659,167",20.88%
2007.06.11,"-2,223","-8,401","2,660,910",20.90%
2007.06.08,"+74,374","-4,170","2,669,311",20.96%
2007.06.07,"+17,964","+1,762","2,673,481",21.09%
2007.06.05,"+30,884","-1,732","2,671,719",21.07%
2007.06.04,"+9,752","+3,475","2,673,451",21.09%
2007.06.01,"-8,307","+2,819","2,669,976",21.06%
2007.05.31,"+58,608","-3,493","2,667,157",21.04%
