Date,Close,Open,High,Low,Change
2011-02-02,6.5585,6.5625,6.5635,6.5555,-0.005699999999999999
2011-02-03,6.5585,6.5585,6.5585,6.5585,0.0
2011-02-04,6.5585,6.592,6.592,6.592,0.0
2011-02-07,6.5625,6.5616,6.5625,6.5586,0.0006
2011-02-08,6.5545,6.5595,6.5635,6.5515,-0.0012
2011-02-09,6.5926,6.5522,6.5926,6.5522,0.0058
2011-02-10,6.5869,6.59,6.5909,6.5844,-0.0009
2011-02-11,6.5918,6.5856,6.5934,6.5856,0.0007000000000000001
2011-02-14,6.5968,6.5908,6.5976,6.5908,0.0008
2011-02-15,6.5892,6.5963,6.5974,6.5876,-0.0012
2011-02-16,6.5894,6.5895,6.59,6.5826,0.0
2011-02-17,6.5863,6.5878,6.5898,6.5808,-0.0005
2011-02-18,6.5735,6.5829,6.5855,6.5737,-0.0019
2011-02-21,6.5672,6.5735,6.5737,6.5545,-0.001
2011-02-22,6.58,6.567,6.582,6.5635,0.0019
2011-02-23,6.5744,6.5788,6.5838,6.5738,-0.0009
2011-02-24,6.5745,6.576,6.5827,6.5745,0.0
2011-02-25,6.5757,6.5728,6.5774,6.5698,0.0002
2011-02-28,6.5716,6.5743,6.5779,6.5693,-0.0006
2011-03-01,6.5702,6.5653,6.5726,6.5648,-0.0002
2011-03-02,6.5725,6.5697,6.574,6.5697,0.0004
2011-03-03,6.5724,6.5722,6.5741,6.567,-0.0
2011-03-04,6.5675,6.571,6.5713,6.558,-0.0007000000000000001
2011-03-07,6.5565,6.5695,6.5705,6.5565,-0.0017000000000000001
2011-03-08,6.5686,6.5553,6.5696,6.5553,0.0018
2011-03-09,6.5605,6.5695,6.5747,6.5605,-0.0012
2011-03-10,6.5737,6.5586,6.5755,6.5565,0.002
2011-03-11,6.5745,6.5728,6.5773,6.5723,0.0001
2011-03-14,6.57,6.5739,6.5746,6.5654,-0.0007000000000000001
2011-03-15,6.5724,6.5694,6.5739,6.5655,0.0004
2011-03-16,6.5716,6.5708,6.5738,6.5693,-0.0001
2011-03-17,6.5755,6.5717,6.578,6.5697,0.0006
2011-03-18,6.5694,6.573,6.5752,6.5668,-0.0009
2011-03-21,6.565,6.5695,6.5704,6.562,-0.0007000000000000001
2011-03-22,6.5525,6.5645,6.5645,6.5515,-0.0019
2011-03-23,6.558,6.5525,6.5621,6.5505,0.0008
2011-03-24,6.5605,6.56,6.5663,6.5595,0.0004
2011-03-25,6.5571,6.5613,6.5636,6.5532,-0.0005
2011-03-28,6.5649,6.5566,6.565,6.5552,0.0012
2011-03-29,6.561,6.5628,6.5652,6.5593,-0.0006
2011-03-30,6.556,6.5602,6.5622,6.5551,-0.0008
2011-03-31,6.5486,6.5556,6.5573,6.5443,-0.0011
2011-04-01,6.5478,6.5476,6.5497,6.5441,-0.0001
2011-04-04,6.54,6.548,6.5515,6.5365,-0.0012
2011-04-05,6.5418,6.5408,6.5418,6.5408,0.0003
2011-04-06,6.5442,6.5377,6.5481,6.5377,0.0004
2011-04-07,6.5423,6.5438,6.5462,6.5349,-0.0003
2011-04-08,6.5353,6.5418,6.5423,6.5348,-0.0011
2011-04-11,6.5382,6.5352,6.5386,6.5332,0.0004
2011-04-12,6.5406,6.5369,6.5466,6.5244,0.0004
2011-04-13,6.5335,6.5399,6.5407,6.5319,-0.0011
2011-04-14,6.5312,6.5324,6.5351,6.5293,-0.0004
2011-04-15,6.5327,6.5305,6.5331,6.5205,0.0002
2011-04-18,6.5289,6.5307,6.532,6.5268,-0.0006
2011-04-19,6.5305,6.5282,6.5338,6.5262,0.0002
2011-04-20,6.5256,6.5298,6.5298,6.5073,-0.0008
2011-04-21,6.494,6.526,6.5274,6.494,-0.0048
2011-04-22,6.5072,6.5204,6.5204,6.5069,0.002
2011-04-25,6.5278,6.5068,6.529,6.5065,0.0032
2011-04-26,6.5278,6.5188,6.5328,6.521,0.0
2011-04-27,6.5116,6.5229,6.5274,6.4874,-0.0025
2011-04-28,6.5018,6.5103,6.5103,6.4778,-0.0015
2011-04-29,6.491,6.5005,6.5005,6.4755,-0.0017000000000000001
2011-05-02,6.4925,6.49,6.4925,6.49,0.0002
2011-05-03,6.497,6.49,6.5006,6.49,0.0007000000000000001
2011-05-04,6.4933,6.4963,6.4998,6.4913,-0.0006
2011-05-05,6.4933,6.4909,6.4984,6.4909,0.0
2011-05-06,6.4932,6.4939,6.4999,6.4928,-0.0
2011-05-09,6.494,6.493,6.4976,6.493,0.0001
2011-05-10,6.4917,6.4939,6.4955,6.4908,-0.0004
2011-05-11,6.492,6.491,6.495,6.4909,0.0
2011-05-12,6.4987,6.4928,6.5038,6.4928,0.001
2011-05-13,6.498,6.4978,6.5018,6.4948,-0.0001
2011-05-16,6.5087,6.497,6.5105,6.497,0.0016
2011-05-17,6.5059,6.5065,6.5087,6.5042,-0.0004
2011-05-18,6.506,6.506,6.5079,6.5032,0.0
2011-05-19,6.505,6.5035,6.508,6.502,-0.0002
2011-05-20,6.493,6.5045,6.5052,6.4922,-0.0018
2011-05-23,6.505,6.492,6.5062,6.492,0.0018
2011-05-24,6.4985,6.5035,6.506,6.4981,-0.001
2011-05-25,6.494,6.4975,6.4985,6.4929,-0.0007000000000000001
2011-05-26,6.4905,6.4925,6.4935,6.4864,-0.0005
2011-05-27,6.493,6.4915,6.494,6.488,0.0004
2011-05-30,6.4829,6.4895,6.492,6.4825,-0.0016
2011-05-31,6.4795,6.483,6.4836,6.4785,-0.0005
2011-06-01,6.479,6.4785,6.4813,6.478,-0.0001
2011-06-02,6.4833,6.4775,6.4845,6.4775,0.0007000000000000001
2011-06-03,6.4793,6.4828,6.4835,6.4793,-0.0006
2011-06-06,6.4793,6.4793,6.4793,6.4793,0.0
2011-06-07,6.482,6.471,6.4822,6.471,0.0004
2011-06-08,6.4756,6.4798,6.4827,6.4754,-0.001
2011-06-09,6.477,6.476,6.4815,6.474,0.0002
2011-06-10,6.4803,6.4752,6.4826,6.4752,0.0005
2011-06-13,6.4829,6.4793,6.487,6.4793,0.0004
2011-06-14,6.4796,6.4823,6.483,6.4757,-0.0005
2011-06-15,6.4818,6.479,6.4837,6.476,0.0003
2011-06-16,6.4752,6.4807,6.4877,6.4752,-0.001
2011-06-17,6.471,6.4725,6.4751,6.4655,-0.0006
2011-06-20,6.473,6.467,6.4773,6.467,0.0003
2011-06-21,6.4652,6.4703,6.4787,6.4642,-0.0012
2011-06-22,6.463,6.4655,6.4688,6.462,-0.0003
2011-06-23,6.4678,6.4617,6.4713,6.4617,0.0007000000000000001
2011-06-24,6.475,6.468,6.4779,6.467,0.0011
2011-06-27,6.4825,6.4735,6.4827,6.473,0.0012
2011-06-28,6.4695,6.4765,6.4765,6.4675,-0.002
2011-06-29,6.4634,6.4697,6.4715,6.4622,-0.0009
2011-06-30,6.4642,6.4627,6.4688,6.4627,0.0001
2011-07-01,6.465,6.4635,6.4688,6.4626,0.0001
2011-07-04,6.463,6.4643,6.4659,6.4601,-0.0003
2011-07-05,6.4681,6.4638,6.4702,6.4609,0.0008
2011-07-06,6.468,6.4683,6.4731,6.463,-0.0
2011-07-07,6.4657,6.4662,6.4689,6.4621,-0.0004
2011-07-08,6.4645,6.465,6.4672,6.464,-0.0002
2011-07-11,6.4672,6.4642,6.4675,6.4611,0.0004
2011-07-12,6.4723,6.4663,6.4752,6.4642,0.0008
2011-07-13,6.4678,6.4718,6.4733,6.4648,-0.0007000000000000001
2011-07-14,6.46,6.4675,6.4686,6.4557,-0.0012
2011-07-15,6.462,6.4575,6.4652,6.4575,0.0003
2011-07-18,6.469,6.4622,6.4694,6.4622,0.0011
2011-07-19,6.4635,6.467,6.4697,6.4619,-0.0009
2011-07-20,6.4588,6.4627,6.4639,6.4543,-0.0007000000000000001
2011-07-21,6.4545,6.4575,6.4592,6.4495,-0.0007000000000000001
2011-07-22,6.4474,6.4505,6.4518,6.4445,-0.0011
2011-07-25,6.4448,6.4458,6.4483,6.4438,-0.0004
2011-07-26,6.4415,6.444,6.447,6.4369,-0.0005
2011-07-27,6.4436,6.4407,6.4438,6.438,0.0003
2011-07-28,6.4424,6.4421,6.4478,6.4411,-0.0002
2011-07-29,6.437,6.442,6.4449,6.437,-0.0008
2011-08-01,6.4339,6.4362,6.4396,6.4329,-0.0005
2011-08-02,6.4381,6.4329,6.4405,6.4329,0.0007000000000000001
2011-08-03,6.4343,6.4367,6.4424,6.4337,-0.0006
2011-08-04,6.4383,6.4341,6.4426,6.4341,0.0006
2011-08-05,6.4406,6.437,6.4457,6.437,0.0004
2011-08-08,6.4352,6.44,6.44,6.425,-0.0008
2011-08-09,6.4308,6.4346,6.4435,6.4305,-0.0007000000000000001
2011-08-10,6.4177,6.4306,6.4312,6.4125,-0.002
2011-08-11,6.3945,6.4184,6.4184,6.389,-0.0036
2011-08-12,6.3897,6.3909,6.3989,6.3895,-0.0008
2011-08-15,6.3908,6.3895,6.3934,6.3894,0.0002
2011-08-16,6.3828,6.3905,6.393,6.3825,-0.0013
2011-08-17,6.3872,6.3818,6.3926,6.3818,0.0007000000000000001
2011-08-18,6.3883,6.3868,6.3924,6.3868,0.0002
2011-08-19,6.3915,6.3875,6.4,6.3875,0.0005
2011-08-22,6.4005,6.3915,6.4016,6.3915,0.0014000000000000002
2011-08-23,6.3984,6.3994,6.4018,6.3954,-0.0003
2011-08-24,6.3885,6.397,6.397,6.3871,-0.0015
2011-08-25,6.3904,6.388,6.3937,6.388,0.0003
2011-08-26,6.3872,6.3891,6.3933,6.3851,-0.0005
2011-08-29,6.3812,6.3859,6.3882,6.3799,-0.0009
2011-08-30,6.3808,6.3805,6.383,6.3783,-0.0001
