Date,Close,Open,High,Low,Change
2010-10-28,80.94,81.58,81.7,80.87,-0.0079
2010-10-29,80.39,80.94,81.08,80.39,-0.0068000000000000005
2010-11-01,80.58,80.36,81.14,80.33,0.0025
2010-11-02,80.68,80.58,80.96,80.47,0.0011
2010-11-03,81.07,80.68,81.57,80.61,0.0049
2010-11-04,80.79,81.07,81.22,80.59,-0.0034999999999999996
2010-11-05,81.27,80.79,81.48,80.62,0.0059
2010-11-08,81.11,81.16,81.43,81.01,-0.002
2010-11-09,81.59,81.11,81.97,80.54,0.0059
2010-11-10,82.23,81.59,82.8,81.56,0.0078000000000000005
2010-11-11,82.43,82.23,82.6,82.04,0.0025
2010-11-12,82.5,82.43,82.65,81.66,0.0008
2010-11-15,83.17,82.49,83.26,82.4,0.008100000000000001
2010-11-16,83.38,83.17,83.59,82.91,0.0025
2010-11-17,83.14,83.38,83.55,83.04,-0.0029
2010-11-18,83.54,83.14,83.78,83.1,0.0049
2010-11-19,83.53,83.54,83.64,83.14,-0.0001
2010-11-22,83.31,83.48,83.56,83.23,-0.0026
2010-11-23,83.27,83.31,83.85,82.79,-0.0005
2010-11-24,83.53,83.27,83.66,82.95,0.0031
2010-11-25,83.65,83.53,83.7,83.4,0.0015
2010-11-26,84.07,83.65,84.18,83.64,0.005
2010-11-29,84.28,84.18,84.4,83.84,0.0024
2010-11-30,83.69,84.28,84.28,83.43,-0.006999999999999999
2010-12-01,84.14,83.69,84.4,83.39,0.0054
2010-12-02,83.84,84.14,84.37,83.5,-0.0036
2010-12-03,82.55,83.84,83.85,82.53,-0.0154
2010-12-06,82.68,82.8,82.99,82.57,0.0016
2010-12-07,83.49,82.68,83.66,82.34,0.0097
2010-12-08,84.11,83.49,84.3,83.48,0.0075
2010-12-09,83.83,84.11,84.11,83.52,-0.0033
2010-12-10,83.95,83.83,84.01,83.46,0.0014000000000000002
2010-12-13,83.45,83.99,84.35,83.11,-0.006
2010-12-14,83.81,83.45,83.83,82.84,0.0043
2010-12-15,84.28,83.81,84.51,83.65,0.005600000000000001
2010-12-16,84.06,84.28,84.44,83.9,-0.0026
2010-12-17,83.99,84.06,84.2,83.69,-0.0008
2010-12-20,83.79,84.03,84.12,83.63,-0.0023
2010-12-21,83.81,83.79,83.91,83.5,0.0002
2010-12-22,83.57,83.81,83.85,83.42,-0.0029
2010-12-23,83.03,83.57,83.58,82.86,-0.0064
2010-12-24,82.88,83.03,83.16,82.87,-0.0018
2010-12-27,82.76,82.95,82.98,82.65,-0.0014000000000000002
2010-12-28,82.37,82.76,82.77,81.82,-0.0048
2010-12-29,81.63,82.37,82.37,81.61,-0.0089
2010-12-30,81.5,81.63,81.86,81.29,-0.0015
2010-12-31,81.16,81.5,81.54,80.95,-0.0042
2011-01-03,81.67,81.13,81.75,81.13,0.0063
2011-01-04,82.06,81.67,82.28,81.61,0.004699999999999999
2011-01-05,83.19,82.06,83.38,81.89,0.0138
2011-01-06,83.31,83.19,83.39,82.88,0.0015
2011-01-07,83.14,83.31,83.69,82.86,-0.002
2011-01-10,82.72,83.06,83.28,82.67,-0.0051
2011-01-11,83.36,82.72,83.49,82.72,0.0078000000000000005
2011-01-12,83.09,83.36,83.46,82.81,-0.0033
2011-01-13,82.77,83.09,83.15,82.55,-0.0038
2011-01-14,82.88,82.77,83.06,82.41,0.0013
2011-01-17,82.68,82.9,83.01,82.36,-0.0024
2011-01-18,82.62,82.68,82.82,82.33,-0.0006
2011-01-19,82.16,82.62,82.69,81.85,-0.005600000000000001
2011-01-20,82.95,82.16,83.13,82.06,0.0096
2011-01-21,82.57,82.95,83.09,82.53,-0.0045000000000000005
2011-01-24,82.54,82.6,82.92,82.31,-0.0004
2011-01-25,82.26,82.54,82.66,81.98,-0.0033
2011-01-26,82.17,82.26,82.61,81.99,-0.0012
2011-01-27,82.89,82.17,83.2,82.02,0.0088
2011-01-28,82.14,82.89,82.91,81.99,-0.0092
2011-01-31,82.1,82.1,82.26,81.91,-0.0004
2011-02-01,81.42,82.1,82.15,81.32,-0.0083
2011-02-02,81.5,81.42,81.86,81.36,0.001
2011-02-03,81.67,81.5,82.06,81.41,0.0021
2011-02-04,82.18,81.67,82.46,81.13,0.0062
2011-02-07,82.3,82.24,82.47,82.17,0.0015
2011-02-08,82.3,82.3,82.42,81.78,0.0
2011-02-09,82.42,82.3,82.67,82.21,0.0014000000000000002
2011-02-10,83.35,82.42,83.39,82.39,0.0113
2011-02-11,83.43,83.35,83.67,83.24,0.001
2011-02-14,83.41,83.44,83.49,83.1,-0.0003
2011-02-15,83.72,83.41,83.92,83.2,0.0037
2011-02-16,83.61,83.72,83.97,83.5,-0.0013
2011-02-17,83.31,83.61,83.75,83.16,-0.0036
2011-02-18,83.19,83.31,83.52,83.04,-0.0015
2011-02-21,83.08,83.11,83.53,83.07,-0.0013
2011-02-22,82.77,83.08,83.42,82.58,-0.0038
2011-02-23,82.45,82.77,82.89,82.32,-0.0039000000000000003
2011-02-24,82.04,82.45,82.46,81.63,-0.0049
2011-02-25,81.68,82.04,82.07,81.65,-0.0044
2011-02-28,81.88,81.64,81.98,81.62,0.0025
2011-03-01,81.92,81.88,82.24,81.79,0.0004
2011-03-02,81.84,81.92,82.11,81.58,-0.0009
2011-03-03,82.38,81.84,82.52,81.73,0.006500000000000001
2011-03-04,82.31,82.38,83.05,82.22,-0.0008
2011-03-07,82.29,82.36,82.39,81.96,-0.0002
2011-03-08,82.82,82.29,82.85,82.21,0.0063
2011-03-09,82.84,82.82,82.93,82.58,0.0003
2011-03-10,82.92,82.84,83.17,82.7,0.001
2011-03-11,81.86,82.92,83.3,81.66,-0.0128
2011-03-14,81.83,81.3,82.46,81.3,-0.0003
2011-03-15,80.87,81.83,82.03,80.73,-0.011699999999999999
2011-03-16,78.15,80.73,81.19,76.25,-0.0337
2011-03-17,78.85,77.66,79.76,77.16,0.009000000000000001
2011-03-18,80.61,78.99,82.0,78.99,0.0223
2011-03-21,81.23,81.01,81.32,80.82,0.0077
2011-03-22,81.05,81.23,81.23,80.85,-0.0023
2011-03-23,80.88,81.05,81.07,80.71,-0.0021
2011-03-24,81.02,80.88,81.06,80.77,0.0018
2011-03-25,81.34,81.02,81.49,80.88,0.0039000000000000003
2011-03-28,81.72,81.58,81.85,81.53,0.004699999999999999
2011-03-29,82.51,81.72,82.54,81.55,0.0096
2011-03-30,83.14,82.51,83.21,82.42,0.0076
2011-03-31,83.43,83.14,83.45,82.57,0.0034999999999999996
2011-04-01,84.06,83.43,84.73,83.37,0.0076
2011-04-04,84.36,84.17,84.48,83.86,0.0036
2011-04-05,84.98,84.36,85.23,84.16,0.0073
2011-04-06,85.45,84.98,85.52,84.84,0.0055000000000000005
2011-04-07,84.89,85.45,85.48,84.6,-0.006500000000000001
2011-04-08,84.75,84.89,85.39,84.68,-0.0017000000000000001
2011-04-11,84.45,85.13,85.14,84.36,-0.0034999999999999996
2011-04-12,83.76,84.45,84.57,83.47,-0.008199999999999999
2011-04-13,83.74,83.76,84.26,83.58,-0.0002
2011-04-14,83.67,83.74,83.83,82.96,-0.0009
2011-04-15,83.14,83.67,83.76,82.96,-0.0063
2011-04-18,82.48,83.09,83.2,82.19,-0.008
2011-04-19,82.77,82.48,82.88,82.37,0.0034999999999999996
2011-04-20,82.5,82.77,83.1,82.27,-0.0033
2011-04-21,81.87,82.5,82.5,81.62,-0.0076
2011-04-22,81.88,81.87,82.11,81.67,0.0001
2011-04-25,81.68,82.03,82.42,81.64,-0.0025
2011-04-26,81.38,81.68,81.98,81.27,-0.0036
2011-04-27,82.26,81.38,82.78,81.35,0.010700000000000001
2011-04-28,81.62,82.26,82.26,81.4,-0.0078000000000000005
2011-04-29,81.19,81.62,81.63,81.04,-0.0052
2011-05-02,81.24,81.22,81.69,81.0,0.0005
2011-05-03,81.04,81.24,81.24,80.7,-0.0024
2011-05-04,80.59,81.04,81.19,80.43,-0.0055000000000000005
2011-05-05,80.32,80.59,80.65,79.57,-0.0034999999999999996
2011-05-06,80.63,80.32,80.93,80.21,0.004
2011-05-09,80.17,80.8,80.83,80.16,-0.005699999999999999
2011-05-10,80.97,80.17,81.09,80.17,0.009899999999999999
2011-05-11,81.04,80.97,81.32,80.62,0.0009
2011-05-12,81.01,81.04,81.32,80.71,-0.0003
2011-05-13,80.79,81.01,81.09,80.35,-0.0028000000000000004
2011-05-16,80.86,80.72,81.06,80.68,0.0009
2011-05-17,81.5,80.86,81.78,80.84,0.0079
2011-05-18,81.73,81.5,81.81,80.94,0.0028000000000000004
2011-05-19,81.73,81.73,82.22,81.47,0.0
2011-05-20,81.71,81.73,81.86,81.48,-0.0002
2011-05-23,81.97,81.66,82.08,81.32,0.0032
2011-05-24,82.05,81.97,82.21,81.62,0.0009
2011-05-25,82.03,82.05,82.17,81.8,-0.0002
