,G_Val,F_Val,F_total,F_percent
2018.06.21,"+40,459","-129,659","27,741,450",22.12%
2018.06.20,"+30,943","+116,095","27,788,109",22.16%
2018.06.19,"+42,431","-81,260","27,801,274",22.17%
2018.06.18,"+38,394","+203,534","27,862,534",22.22%
2018.06.15,"+111,357","+452,725","27,662,000",22.06%
2018.06.14,"+314,412","+12,993","27,225,495",21.71%
2018.06.12,"+112,590","+44,259","27,211,022",21.70%
2018.06.11,"+46,702","-25,000","27,166,763",21.66%
2018.06.08,-834,"+7,276","27,212,263",21.70%
2018.06.07,"+44,805","+29,207","27,171,987",21.67%
2018.06.05,"+37,279","-2,805","27,145,416",21.65%
2018.06.04,"-8,075","-82,303","27,195,023",21.69%
2018.06.01,"+118,938","+127,822","27,266,390",21.74%
2018.05.31,"+44,479","-166,635","27,158,004",21.66%
2018.05.30,"+46,213","-136,139","27,223,879",21.71%
2018.05.29,"+22,526","+13,409","27,390,933",21.84%
2018.05.28,"+102,466","-64,793","27,366,524",21.82%
2018.05.25,"+220,309","+164,624","27,414,570",21.86%
2018.05.24,"+39,437","+122,644","27,231,891",21.72%
2018.05.23,"-103,563","-141,643","27,081,086",21.60%
2018.05.21,"+8,179","-27,037","27,222,329",21.71%
2018.05.18,"+106,349","-67,701","27,234,366",21.72%
2018.05.17,"+73,659","-86,200","27,294,567",21.77%
2018.05.16,"+111,807","-111,725","27,381,267",21.84%
2018.05.15,"+93,929","+44,941","27,493,416",21.93%
2018.05.14,"+22,161","-73,435","27,411,959",21.91%
2018.05.11,"-31,820","+82,562","27,470,866",21.96%
2018.05.10,"+102,646","-100,981","27,356,786",21.87%
2018.05.09,"+104,272","+16,942","27,453,039",21.94%
2018.05.08,"+47,253","-159,439","27,390,630",21.89%
2018.05.04,"-17,422","-217,418","27,488,594",21.97%
2018.05.03,"+85,311","-72,815","27,585,133",22.05%
2018.05.02,"-60,471","-193,931","27,600,836",22.06%
2018.04.30,"+15,830","-114,741","27,812,141",22.23%
2018.04.27,"+15,957","+62,235","27,910,082",22.31%
2018.04.26,"+74,098","-91,702","27,839,199",22.25%
2018.04.25,"+98,449","-149,607","27,930,901",22.33%
2018.04.24,"-18,348","-44,529","27,945,465",22.34%
2018.04.23,"+71,410","-239,138","27,987,965",22.37%
2018.04.20,"-8,894","-147,041","28,088,059",22.45%
2018.04.19,"+15,796","-488,834","27,844,648",22.26%
2018.04.18,"-14,835","-137,756","28,359,483",22.67%
2018.04.17,"+7,250","-144,296","28,576,270",22.84%
2018.04.16,"+36,537","+124,112","28,646,932",23.35%
2018.04.13,"+9,032","-128,853","27,808,822",22.67%
2018.04.12,"+260,628","-165,705","27,898,052",22.74%
2018.04.11,"-6,022","-63,025","28,075,585",22.89%
2018.04.10,"+72,466","-116,257","28,130,637",22.93%
2018.04.09,"+84,031","+63,666","28,213,648",23.00%
2018.04.06,"+18,284","-129,865","28,142,833",22.94%
2018.04.05,"-2,486","+53,754","28,237,036",23.02%
2018.04.04,"-44,620","-181,740","28,201,406",22.99%
2018.04.03,"-11,403","-14,906","28,408,906",23.16%
2018.04.02,"-31,405","+11,414","28,458,812",23.20%
2018.03.30,"+32,007","-106,593","28,432,426",23.18%
2018.03.29,"+39,909","+127,814","28,559,290",23.28%
2018.03.28,"+37,186","+32,940","28,437,793",23.18%
2018.03.27,"-22,076","-54,938","28,195,401",22.99%
2018.03.26,"+64,767","-50,042","28,241,923",23.02%
2018.03.23,"+53,443","-120,951","28,261,575",23.04%
2018.03.22,"+66,985","-71,644","28,407,946",23.16%
2018.03.21,"-53,283","-117,730","28,382,543",23.14%
2018.03.20,"+76,282","-46,817","28,595,541",23.31%
2018.03.19,"+41,222","+43,664","28,461,858",23.20%
2018.03.16,"+15,212","+43,182","28,528,194",23.26%
2018.03.15,"+83,675","+3,127","28,492,831",23.23%
2018.03.14,"+33,315","-127,153","28,415,712",23.17%
2018.03.13,"-61,799","-108,068","28,381,365",23.14%
2018.03.12,"-34,845","-7,651","28,239,251",23.02%
2018.03.09,"-175,150","-202,558","28,258,984",23.04%
2018.03.08,"+2,440,086","-1,465,729","28,536,542",23.26%
2018.03.07,"+443,991","-1,802,467","29,935,390",24.40%
2018.03.06,"-193,122","-61,964","31,706,690",25.85%
2018.03.05,"-285,362","-102,330","31,795,554",25.92%
2018.03.02,"+33,325","-16,864","31,876,300",25.99%
2018.02.28,"+74,207","-81,592","31,883,164",25.99%
2018.02.27,"+168,051","+64,980","31,916,756",26.02%
2018.02.26,"+105,924","+34,211","31,892,836",26.00%
2018.02.23,"+86,516","+61,180","31,906,625",26.01%
2018.02.22,"+66,900","-47,759","31,807,239",25.93%
2018.02.21,"-25,987","+88,997","31,862,498",25.98%
2018.02.20,"-32,644","-100,322","31,789,548",25.92%
2018.02.19,"+39,526","-211,960","31,824,916",25.94%
2018.02.14,"+65,253","+142,975","32,069,876",26.14%
2018.02.13,"+58,444","+21,256","32,018,201",26.10%
2018.02.12,"+203,939","-158,375","31,989,835",26.08%
2018.02.09,"+384,923","-168,181","32,211,035",26.26%
2018.02.08,"-2,077,892","+241,350","32,265,521","26,303.56%"
2018.02.07,"-245,638","-720,409","31,774,965",25.90%
2018.02.06,"+91,104","-525,848","32,489,434",26.49%
2018.02.05,"+114,971","-403,856","33,069,682",26.96%
2018.02.02,"+172,279","-423,243","33,577,898",27.37%
2018.02.01,"+179,246","-575,179","33,926,141",27.66%
2018.01.31,"+13,550","-224,848","34,493,684",28.12%
2018.01.30,"-191,690","-41,143","34,695,046",28.28%
2018.01.29,"+11,532",+96,"34,759,014",28.34%
2018.01.26,"+98,844","-89,503","34,658,518",28.25%
2018.01.25,"+68,410","-211,836","34,630,883",28.23%
2018.01.24,"-6,565","-244,827","34,884,457",28.44%
2018.01.23,"+63,652","+49,325","35,128,284",28.64%
2018.01.22,"+194,317","-152,446","35,138,959",28.65%
2018.01.19,"+115,927","-322,908","35,166,599",28.67%
2018.01.18,"+1,208","+21,353","35,621,331",29.04%
2018.01.17,"+230,881","-26,736","35,717,291",29.12%
2018.01.16,"-17,401","+71,330","35,819,928",29.20%
2018.01.15,"-72,911","+208,769","35,751,244",29.15%
2018.01.12,"+34,752","+236,428","35,664,475",29.07%
2018.01.11,"+264,478","-131,453","35,528,353",28.96%
2018.01.10,"-38,238","-4,677","35,737,556",29.13%
2018.01.09,"-496,270","+230,430","35,688,933",29.09%
2018.01.08,"-497,672","+748,154","35,488,056",28.93%
2018.01.05,"-52,863","+262,557","34,659,673",28.26%
2018.01.04,"-296,465","+275,105","34,276,882",27.94%
2018.01.03,"-301,906","+355,030","33,767,353",27.53%
2018.01.02,"-132,855","+29,295","33,333,017",27.17%
2017.12.28,"-53,879","+52,540","33,165,722",27.04%
2017.12.27,"-306,091","+67,185","33,379,794",27.21%
2017.12.26,"+824,814","+164,235","33,429,686",27.25%
2017.12.22,"+471,862","+158,707","33,146,443",27.02%
2017.12.21,"+162,061","+106,753","33,021,426",26.92%
2017.12.20,"+20,204","+18,153","33,002,116",26.90%
2017.12.19,"+174,490","+62,130","32,976,943",26.88%
2017.12.18,"+197,294","+37,661","32,884,873",26.81%
2017.12.15,"+141,815","+155,743","32,889,459",26.81%
2017.12.14,"-183,248","-162,318","32,685,516",26.65%
2017.12.13,"+140,318","+112,039","32,876,528",26.80%
2017.12.12,"+24,970","-63,752","32,757,089",26.70%
2017.12.11,"+106,054","+45,751","32,790,841",26.73%
2017.12.08,"-62,106","-5,678","32,745,090",26.69%
2017.12.07,"-25,824","+30,093","32,858,115",26.79%
2017.12.06,"+20,944","-68,498","32,849,022",26.78%
2017.12.05,"-7,540","-30,413","33,029,300",26.93%
2017.12.04,"-35,383","-34,234","33,160,266",27.03%
2017.12.01,"+171,863","-118,399","32,838,136",26.77%
2017.11.30,"-71,268","-115,285","32,956,535",26.87%
2017.11.29,"+110,818",+915,"33,086,820",26.97%
2017.11.28,"-83,094","-47,286","33,110,811",26.99%
2017.11.27,"-47,072","+90,790","33,158,097",27.03%
2017.11.24,"-41,993","-55,248","33,017,307",26.92%
2017.11.23,"+67,767","+160,242","33,473,657",27.29%
2017.11.22,"+54,208","+100,563","33,320,415",27.16%
2017.11.21,"+13,049","+152,926","33,200,852",27.07%
2017.11.20,"+21,911","+6,079","33,322,390",27.17%
2017.11.17,"-59,754","+376,423","33,330,311",27.17%
2017.11.16,"-67,934","+692,762","32,921,888",26.85%
2017.11.15,"+302,073","+766,371","32,195,126",26.25%
2017.11.14,"+284,150","+175,922","31,433,755",25.63%
2017.11.13,"+287,527","+252,967","31,320,347",25.54%
2017.11.10,"+131,789","+39,595","30,966,880",25.25%
2017.11.09,"+21,023","-209,238","30,931,340",25.22%
2017.11.08,"+135,868","+240,064","31,086,938",25.35%
2017.11.07,"-64,442","-553,254","30,800,459",25.12%
2017.11.06,+289,"-185,847","31,257,713",25.49%
2017.11.03,"+47,342","-410,531","31,243,560",25.48%
2017.11.02,"+45,801","-132,027","31,642,091",25.80%
2017.11.01,"+40,329","-241,765","31,789,518",25.92%
2017.10.31,"+89,128","-139,020","32,114,558",26.19%
2017.10.30,"+65,513","-135,631","32,281,578",26.32%
2017.10.27,"+71,161","-211,788","32,417,209",26.43%
2017.10.26,"-129,676","-184,642","32,493,171",26.50%
2017.10.25,"-176,784","-332,097","32,395,698",26.42%
2017.10.24,"-15,583","-88,023","32,578,254",26.57%
2017.10.23,"+21,538","-78,919","32,478,181",26.48%
2017.10.20,"+2,677","-77,201","32,753,100",26.71%
2017.10.19,"-93,463","+7,070","33,158,301",27.04%
2017.10.18,"-491,948","+421,392","33,415,718",27.25%
2017.10.17,"-451,801","+670,159","33,198,326",27.07%
2017.10.16,"-235,981","+171,371","32,681,452",26.65%
2017.10.13,"-213,355","+431,139","32,540,081",26.53%
2017.10.12,"+121,943","+19,379","32,173,807",26.24%
2017.10.11,"-57,982","+112,187","32,200,143",26.26%
2017.10.10,"-32,668","+62,491","32,097,795",26.17%
2017.09.29,"-495,420","+62,858","32,091,216",26.17%
2017.09.28,"-25,865","-34,708","32,049,894",26.13%
2017.09.27,"-97,388","+271,972","32,100,602",26.18%
2017.09.26,"-112,865","-33,352","31,805,630",25.94%
2017.09.25,"+21,049","-37,385","31,806,182",25.94%
2017.09.22,"+118,344","+139,812","31,938,815",26.04%
2017.09.21,"-11,384","-30,958","31,829,906",25.95%
2017.09.20,"-275,998","+402,988","31,900,864",26.01%
2017.09.19,"+36,255","-3,162","31,635,395",25.80%
2017.09.18,"-177,236","+391,074","31,665,641",25.82%
2017.09.15,"+134,144","+379,099","31,248,167",25.48%
2017.09.14,"+140,814","+104,140","30,838,319",25.15%
2017.09.13,"+42,109","-14,631","30,734,179",25.06%
2017.09.12,"+25,376","-20,696","30,697,726",25.03%
2017.09.11,"-12,795","-20,589","30,764,589",25.09%
2017.09.08,"-8,706","+1,827","30,815,324",25.13%
2017.09.07,"-5,896","+74,875","30,730,933",25.06%
2017.09.06,"+147,534","+174,811","30,600,058",24.95%
2017.09.05,"+18,310","-13,055","30,458,824",24.84%
2017.09.04,"+108,220","+24,325","30,461,828",24.84%
2017.09.01,"-13,937","-17,121","30,475,040",24.85%
2017.08.31,"-43,666","+29,647","30,477,161",24.85%
2017.08.30,"-29,628","+14,383","30,633,364",24.98%
2017.08.29,"+19,542","+81,411","30,623,921",24.97%
2017.08.28,"-8,433","+59,368","30,613,510",24.96%
2017.08.25,"-10,854","-20,122","30,681,942",25.02%
2017.08.24,"+12,453","+17,180","30,712,064",25.04%
2017.08.23,"+38,477","-101,768","30,725,061",25.05%
2017.08.22,"+99,137","+293,182","30,836,154",25.14%
2017.08.21,"+25,477","-7,455","30,611,181",24.96%
2017.08.18,"+51,547","+9,966","30,623,636",24.97%
2017.08.17,"+144,139","-28,086","30,565,670",24.93%
2017.08.16,"+150,356","-57,478","30,623,756",24.98%
2017.08.14,"+38,635","-23,205","30,720,657",25.06%
2017.08.11,"-13,991","+25,815","30,743,862",25.08%
2017.08.10,"+44,194","+1,585","30,636,047",24.99%
2017.08.09,"+161,207",-981,"30,680,237",25.02%
2017.08.08,"+329,245","-56,005","30,690,916",25.03%
2017.08.07,"+245,004","-58,002","30,746,971",25.08%
2017.08.04,"+21,441","-18,662","30,808,021",25.13%
2017.08.03,"-20,789","-60,765","30,819,583",25.14%
2017.08.02,"+8,079","-21,641","30,780,348",25.11%
2017.08.01,"-9,597","-107,255","30,741,989",25.07%
2017.07.31,"+6,742","+19,671","30,799,090",25.12%
2017.07.28,"-53,778","+43,225","30,725,322",25.06%
2017.07.27,"+16,174","+14,010","30,712,097",25.05%
2017.07.26,"+94,648","+80,473","30,684,183",25.03%
2017.07.25,"-89,257","-82,877","30,516,614",24.89%
2017.07.24,"+23,725","+84,687","30,585,395",24.95%
2017.07.21,"-21,922","+62,433","30,571,708",24.94%
2017.07.20,"+126,835","+113,294","30,493,075",24.87%
2017.07.19,"+48,879","+147,238","30,383,731",24.78%
2017.07.18,"-13,558","+50,621","30,210,470",24.64%
2017.07.17,"+28,928","-6,770","30,135,849",24.58%
2017.07.14,"-15,506","+75,028","30,116,443",24.56%
2017.07.13,"-61,243","+45,906","30,074,469",24.53%
2017.07.12,"-75,310","+22,218","30,018,563",24.48%
2017.07.11,"-40,822","-7,532","29,992,521",24.46%
2017.07.10,"-5,505","+15,114","30,097,453",24.55%
2017.07.07,"+71,956","-33,093","30,061,242",24.52%
2017.07.06,"+2,780","+103,543","30,080,735",24.53%
2017.07.05,"-93,041","+49,403","30,144,470",24.59%
2017.07.04,"-6,850","-19,385","30,163,231",24.60%
2017.07.03,"-21,882","+28,460","30,400,556",24.80%
2017.06.30,"-12,252","+81,986","30,377,096",24.78%
2017.06.29,"+3,270","+82,524","30,164,575",24.60%
2017.06.28,"-14,625","+29,256","30,117,651",24.56%
2017.06.27,"-2,229","+21,013","30,106,395",24.56%
2017.06.26,"+29,123","+79,275","30,071,382",24.53%
2017.06.23,"-7,694","+53,949","30,487,607",24.87%
2017.06.22,"+49,315","+75,666","30,490,183",24.87%
2017.06.21,"-28,710","+381,621","30,564,300",24.93%
2017.06.20,"+39,290","+449,999","30,258,779",24.68%
2017.06.19,"+219,829","+83,482","29,849,540",24.35%
2017.06.16,"+78,611","+121,746","29,779,058",24.29%
2017.06.15,"+21,221","+35,313","29,782,212",24.29%
2017.06.14,"+75,997","+89,066","29,711,899",24.23%
2017.06.13,"-8,242","+19,976","29,706,885",24.23%
2017.06.12,"+12,244","+21,825","29,745,909",24.26%
2017.06.09,"+122,803","-33,727","29,635,184",24.17%
2017.06.08,"+115,474","-20,447","29,622,954",24.16%
2017.06.07,"+114,251","-106,450","29,701,901",24.23%
2017.06.05,"+56,983","+13,501","29,899,351",24.39%
2017.06.02,"+68,976","+22,073","29,780,105",24.29%
2017.06.01,"-3,064","-8,567","29,615,932",24.16%
2017.05.31,"-12,431","-13,956","29,483,511",24.05%
2017.05.30,"+22,900","+8,628","29,497,467",24.06%
2017.05.29,"+1,986","+2,443","29,487,839",24.05%
2017.05.26,"+24,527","+14,554","29,483,396",24.05%
2017.05.25,"+6,044","-55,373","29,362,742",23.95%
2017.05.24,"-2,541","+38,244","29,438,115",24.01%
2017.05.23,"-17,742","-6,740","29,389,871",23.97%
2017.05.22,+946,"-42,813","29,331,611",23.96%
2017.05.19,+365,"+61,721","29,374,424",23.99%
2017.05.18,"+14,021","+9,822","29,343,184",23.97%
2017.05.17,"-3,502","+35,064","29,358,362",23.98%
2017.05.16,"-12,302","-8,083","29,323,298",23.95%
2017.05.15,"+23,638","+35,312","29,331,381",23.96%
2017.05.12,"-15,944","+18,412","29,239,569",23.88%
2017.05.11,"-64,363","-77,785","29,034,355",23.72%
2017.05.10,"+78,425","+94,349","29,442,741",24.05%
2017.05.08,"+109,662","+111,972","29,328,392",23.96%
2017.05.04,"+106,233","-54,996","29,095,145",23.77%
2017.05.02,"+25,547","-39,068","29,131,141",23.79%
2017.04.28,"+22,493",-998,"29,190,209",23.84%
2017.04.27,"-10,234","-26,597","29,231,207",23.88%
2017.04.26,"-29,172","-86,237","29,249,840",23.89%
2017.04.25,"-20,577","-42,540","29,308,077",23.94%
2017.04.24,"-9,378","-77,361","29,327,301",23.96%
2017.04.21,"-30,830","-11,716","29,414,812",24.03%
2017.04.20,"-42,219","-9,382","29,540,435",24.13%
2017.04.19,"-21,500","+39,695","29,696,553",24.26%
2017.04.18,"-34,314","-3,715","29,645,237",24.21%
2017.04.17,"-4,156","+20,095","29,586,902",24.17%
2017.04.14,"-2,481","-5,700","29,549,711",24.14%
2017.04.13,-297,"-40,531","29,532,911",25.33%
2017.04.12,"+7,927","+9,071","28,084,944",24.09%
2017.04.11,"-7,529","+38,788","28,287,032",24.26%
2017.04.10,"+15,551","+2,366","28,319,085",24.29%
2017.04.07,"-4,995","+4,613","28,284,719",24.26%
2017.04.06,"+18,827","+10,632","28,237,106",24.22%
2017.04.05,"+2,469","+23,478","28,129,474",24.13%
2017.04.04,"+32,888","-56,993","28,122,996",24.12%
2017.04.03,"+1,885","-130,106","28,249,989",24.23%
2017.03.31,"+9,859","-37,907","28,367,995",24.33%
2017.03.30,"-7,747","-135,279","28,425,902",24.38%
2017.03.29,"-3,174","-76,355","28,535,466",24.47%
2017.03.28,"+13,326","-165,102","28,555,191",24.49%
2017.03.27,"+10,697","-196,927","28,424,493",24.38%
2017.03.24,"+6,601","-242,682","28,518,620",24.46%
2017.03.23,"-44,819","-223,312","28,618,302",24.54%
2017.03.22,"+22,212","-347,878","28,664,114",24.58%
2017.03.21,"+2,389","-220,728","28,831,992",24.73%
2017.03.20,"-66,532","-232,658","29,024,988",24.89%
2017.03.17,"-90,152","-163,973","29,228,851",25.07%
2017.03.16,"+3,713","+22,871","29,372,686",25.19%
2017.03.15,"-202,421","-82,110","29,296,405",25.13%
2017.03.14,"-3,117","-12,082","29,323,771",25.15%
2017.03.13,"-14,365","+4,664","29,260,991",25.10%
2017.03.10,"-10,268","-51,860","29,174,689",25.02%
2017.03.09,"-15,631","-57,992","29,211,181",25.05%
2017.03.08,"-2,685","-19,538","29,226,073",25.07%
2017.03.07,"+15,689","-4,134","29,302,211",25.13%
2017.03.06,"+9,735","-12,505","29,313,314",25.14%
2017.03.03,"+21,515","+40,054","29,232,019",25.07%
2017.03.02,"-5,241","+13,180","29,311,965",25.14%
2017.02.28,"-34,013","+31,534","29,442,479",25.25%
2017.02.27,"-11,878","+70,090","29,711,709",25.48%
2017.02.24,"-76,495","+59,237","29,654,990",25.43%
2017.02.23,"-29,756","+65,901","29,657,547",25.44%
2017.02.22,"-72,632","+36,834","29,531,046",25.33%
2017.02.21,"-67,645","+61,679","29,500,456",25.30%
2017.02.20,"-22,067","+17,827","29,420,737",25.23%
2017.02.17,"-82,733","+63,096","29,380,310",25.20%
2017.02.16,"+3,484","+46,835","29,292,931",25.12%
2017.02.15,"+1,124","+55,098","29,341,096",25.16%
2017.02.14,"-14,067","-11,354","28,965,998",24.84%
2017.02.13,"+7,979","+9,066","28,942,353",24.82%
2017.02.10,"+3,998","+27,974","28,944,707",24.82%
2017.02.09,"-26,068","+9,417","28,884,333",24.77%
2017.02.08,"-23,628","+51,739","28,836,024",24.73%
2017.02.07,"-11,066","-15,194","28,694,285",24.61%
2017.02.06,"+8,941","-5,232","28,803,007",24.70%
2017.02.03,"+1,464","-14,148","28,951,001",24.83%
2017.02.02,"+9,917",+19,"28,954,949",24.83%
2017.02.01,"+8,275","-29,311","28,843,985",24.74%
2017.01.31,"+21,629","-73,343","28,921,726",24.80%
2017.01.26,"-90,969","+23,394","28,975,069",24.85%
2017.01.25,"-22,830","-99,111","28,935,256",24.82%
2017.01.24,"-21,613","-64,825","29,090,070",24.95%
2017.01.23,"-10,355","-16,262","29,180,395",25.03%
2017.01.20,"-17,348","-14,523","29,199,748",25.04%
2017.01.19,"-13,024","-44,150","29,312,232",25.14%
2017.01.18,"-13,721","-35,284","29,281,063",25.11%
2017.01.17,"-43,747","-75,189","29,226,047",25.07%
2017.01.16,"-15,248","-12,146","29,304,736",25.13%
2017.01.13,"-2,467","-90,354","29,210,382",25.05%
2017.01.12,"-100,891","-19,881","29,375,736",25.19%
2017.01.11,"-18,990","-3,990","29,533,420",25.33%
2017.01.10,"-82,343","+29,641","29,616,424",25.40%
2017.01.09,"-75,248","+8,388","29,616,783",25.40%
2017.01.06,"-67,807","-14,812","29,631,139",25.41%
2017.01.05,"-30,441","+48,674","29,573,010",25.36%
2017.01.04,"-68,063","+15,163","29,514,336",25.31%
2017.01.03,"-45,716","-7,855","29,369,892",25.19%
2017.01.02,"+9,980","+37,738","29,377,747",25.20%
2016.12.29,"-5,971","+22,434","29,225,620",25.07%
2016.12.28,"-210,897","+17,387","29,310,783",25.14%
2016.12.27,"+34,974","-33,352","29,398,396",25.21%
2016.12.26,"-7,067","-36,097","29,524,748",25.32%
2016.12.23,"+66,707","-39,555","29,646,558",25.43%
2016.12.22,"+24,949","+13,218","29,798,113",25.56%
2016.12.21,"+15,280","-35,714","29,839,265",25.59%
2016.12.20,"+85,348","-142,595","29,905,647",25.65%
2016.12.19,"+199,194","-158,179","30,099,774",25.81%
2016.12.16,"+14,326","+54,548","30,257,953",25.95%
2016.12.15,"+21,595","+58,016","30,237,930",25.93%
2016.12.14,+110,"+52,739","30,195,171",25.90%
2016.12.13,"+38,741","+68,411","30,185,477",25.89%
2016.12.12,"+11,937","-7,172","30,064,144",25.78%
2016.12.09,"+40,286","+10,105","30,065,406",25.79%
2016.12.08,"-111,328","+77,010","30,035,331",25.76%
2016.12.07,"-23,647","-24,831","29,959,583",25.69%
2016.12.06,"-2,022","-66,094","29,974,593",25.71%
2016.12.05,"-3,156","-17,857","30,020,041",25.75%
2016.12.02,"-71,782","-33,808","30,017,468",25.74%
2016.12.01,"-46,684","-30,050","30,075,452",25.79%
2016.11.30,"+26,797","-45,415","30,046,848",25.77%
2016.11.29,"+3,860","+17,881","30,119,560",25.83%
2016.11.28,"-1,830",-638,"30,066,709",25.79%
2016.11.25,"+20,996","+11,413","30,074,412",25.79%
2016.11.24,"+52,414","+6,433","30,159,514",25.87%
2016.11.23,"+49,442","+3,426","30,193,157",25.90%
2016.11.22,"+11,512","-26,472","30,166,664",25.87%
2016.11.21,"+18,706","-10,468","30,111,136",25.82%
2016.11.18,+515,"-4,339","30,166,604",25.87%
2016.11.17,"-16,147","-44,694","30,179,995",25.88%
2016.11.16,"-12,122","+45,088","30,181,719",25.89%
2016.11.15,"-19,267","-18,203","30,095,631",25.81%
2016.11.14,-635,"+15,102","29,933,834",25.67%
2016.11.11,-551,"-70,772","29,919,732",25.66%
2016.11.10,"+1,335","-29,994","30,034,615",25.76%
2016.11.09,"-4,978","-1,877","30,047,109",25.77%
2016.11.08,"+4,781","-21,385","29,949,107",25.69%
2016.11.07,"+31,403","+6,804","29,855,543",25.61%
2016.11.04,"+23,291","+3,531","29,793,889",25.55%
2016.11.03,"+61,722","+56,153","29,773,640",25.54%
2016.11.02,"+79,760","+48,865","29,690,141",25.47%
2016.11.01,"+27,014","+24,954","29,672,435",25.45%
2016.10.31,"+63,614","+73,574","29,757,381",25.52%
2016.10.28,"-16,902","-19,324","29,687,606",25.46%
2016.10.27,"+38,798","+26,901","29,741,866",25.51%
2016.10.26,"+72,888","+60,580","29,810,990",25.57%
2016.10.25,+439,"+7,748","29,791,743",25.55%
2016.10.24,"-15,838","-13,102","29,763,995",25.53%
2016.10.21,"+9,516","+7,668","29,768,097",25.53%
2016.10.20,"-18,386","+5,018","29,758,429",25.52%
2016.10.19,"+16,108","+11,603","29,850,411",25.60%
2016.10.18,"+74,799","-52,589","29,722,808",25.49%
2016.10.17,"-41,581","-54,271","29,810,677",25.57%
2016.10.14,"+7,179","+12,004","29,807,448",25.57%
2016.10.13,"-54,529","+4,320","29,780,149",25.54%
2016.10.12,"-33,334","-10,753","29,846,829",25.60%
2016.10.11,"-101,944","-39,087","29,982,737",25.72%
2016.10.10,"-22,103","-2,154","30,023,874",25.75%
2016.10.07,"+7,489","-21,918","30,031,038",25.76%
2016.10.06,"+19,993","-3,071","29,943,342",25.68%
2016.10.05,"-3,203","-52,903","29,921,413",25.66%
2016.10.04,+231,"+1,679","30,001,186",25.73%
2016.09.30,"-24,005","-29,730","30,036,190",25.76%
2016.09.29,"-10,987","-21,438","30,119,197",25.83%
2016.09.28,"-14,700","+14,282","30,184,835",25.89%
2016.09.27,"+4,841","-16,490","30,177,453",25.88%
2016.09.26,"-10,576","+35,632","30,246,883",25.94%
2016.09.23,"-5,332","+47,749","30,213,251",25.91%
2016.09.22,"+16,256","-3,594","30,215,962",25.92%
2016.09.21,"+2,819","-2,440","30,257,056",25.95%
2016.09.20,"+40,795","+42,845","30,246,496",25.94%
2016.09.19,"+24,551","-57,700","30,244,451",25.94%
2016.09.13,"-42,919","+68,122","30,395,251",26.07%
2016.09.12,"+23,161","+8,722","30,256,129",25.95%
2016.09.09,"+13,859","-14,726","30,295,972",25.99%
2016.09.08,"-172,029","-17,476","30,257,698",25.95%
2016.09.07,"-16,767","-15,435","30,310,174",26.00%
2016.09.06,"+28,587","+21,003","30,329,309",26.01%
2016.09.05,"+11,915","+12,341","30,306,526",25.99%
2016.09.02,"+32,461","-41,874","30,298,185",25.99%
2016.09.01,"+45,170","-5,353","30,366,177",26.05%
2016.08.31,"+25,716","+7,652","30,347,530",26.03%
2016.08.30,"+10,511","-28,386","30,339,878",26.02%
2016.08.29,"-31,734","+17,911","30,365,264",26.04%
2016.08.26,+560,"+17,571","30,312,353",26.00%
2016.08.25,"-5,125","-17,000","30,283,382",25.97%
2016.08.24,"+19,630","+33,550","30,118,982",25.83%
2016.08.23,"-13,389","-21,179","30,025,681",25.75%
2016.08.22,"-19,642","-83,345","30,158,360",25.87%
2016.08.19,+857,"+1,598","30,073,205",25.79%
2016.08.18,-278,"-136,294","30,202,367",25.90%
2016.08.17,"+21,509","+44,025","30,326,861",26.01%
2016.08.16,"+3,513","+6,429","30,376,436",26.05%
2016.08.12,"+11,175","+23,749","30,382,010",26.06%
2016.08.11,"-9,952","+68,764","30,550,268",26.20%
2016.08.10,"+178,896","+418,608","30,486,528",26.15%
2016.08.09,"+33,769","+31,509","30,095,590",25.81%
2016.08.08,"+105,020","+16,530","30,056,080",25.78%
2016.08.05,"+33,159","-3,258","30,038,950",25.76%
2016.08.04,"+58,093","+17,835","30,036,208",25.76%
2016.08.03,"+2,720","+6,906","30,039,873",25.77%
2016.08.02,"+10,231","+12,283","30,018,554",25.75%
2016.08.01,"-8,760","-51,343","30,021,271",25.75%
2016.07.29,"+37,192","+43,374","30,067,614",25.79%
2016.07.28,"+16,628","+23,212","30,012,240",25.74%
2016.07.27,"-6,708","+33,888","29,979,028",25.71%
2016.07.26,"-10,452","+42,708","29,933,440",25.67%
2016.07.25,"-15,564","+7,425","29,844,732",25.60%
2016.07.22,"-9,618","+1,371","29,793,307",25.55%
2016.07.21,"+119,654","+207,737","29,829,936",25.59%
2016.07.20,"+50,877","+42,289","29,620,441",25.41%
2016.07.19,"+18,515","+41,068","29,598,600",25.39%
2016.07.18,"+4,888","-16,069","29,552,010",25.35%
2016.07.15,"+15,752","+61,101","29,599,037",25.39%
2016.07.14,"-12,148",-757,"29,460,736",25.27%
2016.07.13,"+10,212","+22,340","29,517,463",25.32%
2016.07.12,"+2,683","-50,569","29,489,201",25.29%
2016.07.11,"+9,043","+16,144","29,514,770",25.32%
2016.07.08,"+57,291","-35,226","29,481,626",25.29%
2016.07.07,"+35,661","+52,264","29,538,597",25.34%
2016.07.06,"+12,621","-96,317","29,461,333",25.27%
2016.07.05,"+201,985","+2,850","29,540,650",25.34%
2016.07.04,"+27,028","+26,779","29,526,200",25.32%
